pair,phd_candidate,supervisor,country,institute,subfield,doi,owner,position_author_supervisor,concern_methods_tools_devlpmnt_or_review,thesis_year,thesis_title,thesis_link,...14,dup,oa_status,issn,journal,publisher,publication_date_unpaywall
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1186/s12889-019-8002-8,candidate,na,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070530,NA,FALSE,gold,1471-2458,BMC Public Health,Springer Science and Business Media LLC,2019-12-01
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.3390/ijerph17082696,candidate,na,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070531,NA,FALSE,gold,1660-4601,International Journal of Environmental Research and Public Health,MDPI AG,2020-04-14
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1016/j.vaccine.2022.02.080,candidate,na,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070532,NA,FALSE,closed,0264-410X,Vaccine,Elsevier BV,2022-03-01
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1016/j.vhri.2020.12.006,candidate,na,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070533,NA,FALSE,green,2212-1099,Value in Health Regional Issues,Elsevier BV,2021-09-01
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1080/14760584.2021.1874926,supervisor,last,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070535,NA,FALSE,green,"1476-0584,1744-8395",Expert Review of Vaccines,Informa UK Limited,2021-01-02
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1016/j.vaccine.2020.05.031,supervisor,last,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070536,NA,FALSE,hybrid,0264-410X,Vaccine,Elsevier BV,2020-06-01
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.3390/vaccines9101146,supervisor,last,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070537,NA,FALSE,green,2076-393X,Vaccines,MDPI AG,2021-10-08
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.3390/vaccines8040707,supervisor,last,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070538,NA,FALSE,gold,2076-393X,Vaccines,MDPI AG,2020-11-26
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1016/j.jval.2019.06.007,supervisor,last,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070539,NA,FALSE,green,1098-3015,Value in Health,Elsevier BV,2019-10-01
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1371/journal.pone.0230359,supervisor,last,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070540,NA,FALSE,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-03-23
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1016/j.clinthera.2017.05.342,supervisor,last,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070541,NA,FALSE,closed,0149-2918,Clinical Therapeutics,Elsevier BV,2017-06-01
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1007/s11136-019-02299-2,supervisor,last,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070542,NA,FALSE,hybrid,"0962-9343,1573-2649",Quality of Life Research,Springer Science and Business Media LLC,2019-09-23
131,abrham wondimu dagne,maarten j postma,the netherlands,groningen umc,health sciences,10.1016/j.vhri.2017.07.010,supervisor,last,no,2022,health-economics of vaccines in Ethiopia: equity considerations and cost-effectiveness analysis,10.33612/diss.206070543,NA,FALSE,green,2212-1099,Value in Health Regional Issues,Elsevier BV,2018-05-01
132,iris m y van vliet,gerjan j navis,the netherlands,groningen umc,dietetics,10.1038/s41430-020-00848-4,candidate,na,no,2022,hidden hunger in the hospital? recognition of malnutrition and malnutrition risk in complex hospital care,10.33612/diss.216397465,NA,FALSE,hybrid,"0954-3007,1476-5640",European Journal of Clinical Nutrition,Springer Science and Business Media LLC,2021-02-15
132,iris m y van vliet,gerjan j navis,the netherlands,groningen umc,dietetics,10.1016/j.nut.2020.110814,candidate,na,no,2022,hidden hunger in the hospital? recognition of malnutrition and malnutrition risk in complex hospital care,10.33612/diss.216397466,NA,FALSE,green,0899-9007,Nutrition,Elsevier BV,2020-09-01
132,iris m y van vliet,gerjan j navis,the netherlands,groningen umc,dietetics,10.14814/phy2.15103,supervisor,last,no,2022,hidden hunger in the hospital? recognition of malnutrition and malnutrition risk in complex hospital care,10.33612/diss.216397467,NA,FALSE,gold,"2051-817X,2051-817X",Physiological Reports,Wiley,2021-12-01
132,iris m y van vliet,gerjan j navis,the netherlands,groningen umc,dietetics,10.1016/j.numecd.2021.01.005,supervisor,last,no,2022,hidden hunger in the hospital? recognition of malnutrition and malnutrition risk in complex hospital care,10.33612/diss.216397468,NA,FALSE,hybrid,0939-4753,"Nutrition, Metabolism and Cardiovascular Diseases",Elsevier BV,2021-04-01
132,iris m y van vliet,gerjan j navis,the netherlands,groningen umc,dietetics,10.1016/j.clnu.2021.01.005,supervisor,last,no,2022,hidden hunger in the hospital? recognition of malnutrition and malnutrition risk in complex hospital care,10.33612/diss.216397469,NA,FALSE,hybrid,0261-5614,Clinical Nutrition,Elsevier BV,2021-06-01
132,iris m y van vliet,gerjan j navis,the netherlands,groningen umc,dietetics,10.1016/j.clnu.2021.07.033,supervisor,last,no,2022,hidden hunger in the hospital? recognition of malnutrition and malnutrition risk in complex hospital care,10.33612/diss.216397470,NA,FALSE,hybrid,0261-5614,Clinical Nutrition,Elsevier BV,2021-09-01
132,iris m y van vliet,gerjan j navis,the netherlands,groningen umc,dietetics,10.2215/CJN.06710619,supervisor,last,no,2022,hidden hunger in the hospital? recognition of malnutrition and malnutrition risk in complex hospital care,10.33612/diss.216397471,NA,FALSE,green,"1555-9041,1555-905X",Clinical Journal of the American Society of Nephrology,American Society of Nephrology (ASN),2020-01-02
132,iris m y van vliet,gerjan j navis,the netherlands,groningen umc,dietetics,10.1152/ajprenal.00465.2018,supervisor,last,no,2022,hidden hunger in the hospital? recognition of malnutrition and malnutrition risk in complex hospital care,10.33612/diss.216397472,NA,FALSE,bronze,"1931-857X,1522-1466",American Journal of Physiology-Renal Physiology,American Physiological Society,2019-10-01
132,iris m y van vliet,gerjan j navis,the netherlands,groningen umc,dietetics,10.1093/eurpub/ckz085,supervisor,last,no,2022,hidden hunger in the hospital? recognition of malnutrition and malnutrition risk in complex hospital care,10.33612/diss.216397473,NA,FALSE,green,"1101-1262,1464-360X",European Journal of Public Health,Oxford University Press (OUP),2019-05-21
133,annemarie broesder,henderik w frijlink,the netherlands,groningen umc,pharmacolocgy,10.3390/pharmaceutics13050731,candidate,na,no,2022,ileo-colonic drug delivery: coating the way to novel formulations,10.33612/diss.214243319,NA,FALSE,gold,1999-4923,Pharmaceutics,MDPI AG,2021-05-15
133,annemarie broesder,henderik w frijlink,the netherlands,groningen umc,pharmacolocgy,10.3390/pharmaceutics13121985,candidate,na,no,2022,ileo-colonic drug delivery: coating the way to novel formulations,10.33612/diss.214243320,NA,FALSE,gold,1999-4923,Pharmaceutics,MDPI AG,2021-11-23
133,annemarie broesder,henderik w frijlink,the netherlands,groningen umc,pharmacolocgy,10.1208/s12249-020-01784-z,supervisor,last,no,2022,ileo-colonic drug delivery: coating the way to novel formulations,10.33612/diss.214243321,NA,FALSE,hybrid,1530-9932,AAPS PharmSciTech,Springer Science and Business Media LLC,2020-08-30
133,annemarie broesder,henderik w frijlink,the netherlands,groningen umc,pharmacolocgy,10.1177/2040622319857617,supervisor,last,no,2022,ileo-colonic drug delivery: coating the way to novel formulations,10.33612/diss.214243322,NA,FALSE,gold,"2040-6223,2040-6231",Therapeutic Advances in Chronic Disease,SAGE Publications,2019-01-01
133,annemarie broesder,henderik w frijlink,the netherlands,groningen umc,pharmacolocgy,10.3390/pharmaceutics11090428,supervisor,last,no,2022,ileo-colonic drug delivery: coating the way to novel formulations,10.33612/diss.214243323,NA,FALSE,gold,1999-4923,Pharmaceutics,MDPI AG,2019-08-23
133,annemarie broesder,henderik w frijlink,the netherlands,groningen umc,pharmacolocgy,10.1016/j.ijpharm.2018.11.019,supervisor,last,no,2022,ileo-colonic drug delivery: coating the way to novel formulations,10.33612/diss.214243324,NA,FALSE,green,0378-5173,International Journal of Pharmaceutics,Elsevier BV,2019-01-01
133,annemarie broesder,henderik w frijlink,the netherlands,groningen umc,pharmacolocgy,10.3390/pharmaceutics14020320,supervisor,last,no,2022,ileo-colonic drug delivery: coating the way to novel formulations,10.33612/diss.214243325,NA,FALSE,gold,1999-4923,Pharmaceutics,MDPI AG,2022-01-28
134,baukje m dotinga,elisabeth m w kooi,the netherlands,groningen umc,pediatrics,10.1038/s41390-021-01819-6,candidate,na,no,2022,"intestinal oxygenation, growth, and development of preterm infants",10.33612/diss.199935955,NA,FALSE,closed,"0031-3998,1530-0447",Pediatric Research,Springer Science and Business Media LLC,2021-11-01
134,baukje m dotinga,elisabeth m w kooi,the netherlands,groningen umc,pediatrics,10.1371/journal.pone.0211427,candidate,na,no,2022,"intestinal oxygenation, growth, and development of preterm infants",10.33612/diss.199935956,NA,FALSE,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2019-01-31
134,baukje m dotinga,elisabeth m w kooi,the netherlands,groningen umc,pediatrics,10.1038/s41390-021-01903-x,supervisor,last,no,2022,"intestinal oxygenation, growth, and development of preterm infants",10.33612/diss.199935957,NA,FALSE,green,"0031-3998,1530-0447",Pediatric Research,Springer Science and Business Media LLC,2021-12-14
134,baukje m dotinga,elisabeth m w kooi,the netherlands,groningen umc,pediatrics,10.1055/s-0038-1677016,supervisor,last,no,2022,"intestinal oxygenation, growth, and development of preterm infants",10.33612/diss.199935958,NA,FALSE,closed,"0735-1631,1098-8785",American Journal of Perinatology,Georg Thieme Verlag KG,2019-01-08
134,baukje m dotinga,elisabeth m w kooi,the netherlands,groningen umc,pediatrics,10.1038/s41390-020-01186-8,supervisor,last,no,2022,"intestinal oxygenation, growth, and development of preterm infants",10.33612/diss.199935959,NA,FALSE,green,"0031-3998,1530-0447",Pediatric Research,Springer Science and Business Media LLC,2020-10-08
134,baukje m dotinga,elisabeth m w kooi,the netherlands,groningen umc,pediatrics,10.1038/s41390-019-0634-y,supervisor,last,no,2022,"intestinal oxygenation, growth, and development of preterm infants",10.33612/diss.199935960,NA,FALSE,green,"0031-3998,1530-0447",Pediatric Research,Springer Science and Business Media LLC,2019-10-24
134,baukje m dotinga,elisabeth m w kooi,the netherlands,groningen umc,pediatrics,10.1159/000507705,supervisor,last,no,2022,"intestinal oxygenation, growth, and development of preterm infants",10.33612/diss.199935961,NA,FALSE,hybrid,"1661-7800,1661-7819",Neonatology,S. Karger AG,2020-01-01
134,baukje m dotinga,elisabeth m w kooi,the netherlands,groningen umc,pediatrics,10.1371/journal.pone.0230414,supervisor,last,no,2022,"intestinal oxygenation, growth, and development of preterm infants",10.33612/diss.199935962,NA,FALSE,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-03-25
134,baukje m dotinga,elisabeth m w kooi,the netherlands,groningen umc,pediatrics,10.1186/s12887-020-02446-6,supervisor,last,no,2022,"intestinal oxygenation, growth, and development of preterm infants",10.33612/diss.199935963,NA,FALSE,gold,1471-2431,BMC Pediatrics,Springer Science and Business Media LLC,2020-12-01
135,valeria lo faro,nomdo m jansonius,the netherlands,groningen umc,ophthalmology,10.1186/s12864-021-07846-1,candidate,na,no,2022,investigating the genetic complexity of glaucoma,10.33612/diss.216689872,NA,FALSE,gold,1471-2164,BMC Genomics,Springer Science and Business Media LLC,2021-08-04
135,valeria lo faro,nomdo m jansonius,the netherlands,groningen umc,ophthalmology,10.3389/fgene.2021.781189,candidate,na,no,2022,investigating the genetic complexity of glaucoma,10.33612/diss.216689873,NA,FALSE,gold,1664-8021,Frontiers in Genetics,Frontiers Media SA,2021-12-16
135,valeria lo faro,nomdo m jansonius,the netherlands,groningen umc,ophthalmology,10.1371/journal.pone.0234690,supervisor,last,no,2022,investigating the genetic complexity of glaucoma,10.33612/diss.216689874,NA,FALSE,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-06-18
135,valeria lo faro,nomdo m jansonius,the netherlands,groningen umc,ophthalmology,10.1167/iovs.62.12.5,supervisor,last,no,2022,investigating the genetic complexity of glaucoma,10.33612/diss.216689875,NA,FALSE,gold,1552-5783,Investigative Opthalmology & Visual Science,Association for Research in Vision and Ophthalmology (ARVO),2021-09-09
135,valeria lo faro,nomdo m jansonius,the netherlands,groningen umc,ophthalmology,10.1167/iovs.62.12.9,supervisor,last,no,2022,investigating the genetic complexity of glaucoma,10.33612/diss.216689876,NA,FALSE,gold,1552-5783,Investigative Opthalmology & Visual Science,Association for Research in Vision and Ophthalmology (ARVO),2021-09-10
135,valeria lo faro,nomdo m jansonius,the netherlands,groningen umc,ophthalmology,10.1016/j.heares.2019.107862,supervisor,last,no,2022,investigating the genetic complexity of glaucoma,10.33612/diss.216689878,NA,FALSE,hybrid,0378-5955,Hearing Research,Elsevier BV,2020-02-01
135,valeria lo faro,nomdo m jansonius,the netherlands,groningen umc,ophthalmology,10.1186/s12886-020-01483-0,supervisor,last,no,2022,investigating the genetic complexity of glaucoma,10.33612/diss.216689879,NA,FALSE,gold,1471-2415,BMC Ophthalmology,Springer Science and Business Media LLC,2020-05-29
135,valeria lo faro,nomdo m jansonius,the netherlands,groningen umc,ophthalmology,10.1371/journal.pone.0214046,supervisor,last,no,2022,investigating the genetic complexity of glaucoma,10.33612/diss.216689880,NA,FALSE,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2019-03-28
136,yordi j van de vegte,pim van der harst,the netherlands,groningen umc,cardiology,10.1038/s41467-020-15553-w,candidate,na,no,2022,"lifestyle, heart rate and cardiovascular disease: novel insights from genomics and big data",10.33612/diss.215908343,NA,FALSE,gold,2041-1723,Nature Communications,Springer Science and Business Media LLC,2020-04-21
136,yordi j van de vegte,pim van der harst,the netherlands,groningen umc,cardiology,10.1161/JAHA.117.008341,candidate,na,no,2022,"lifestyle, heart rate and cardiovascular disease: novel insights from genomics and big data",10.33612/diss.215908344,NA,FALSE,gold,2047-9980,Journal of the American Heart Association,Ovid Technologies (Wolters Kluwer Health),2018-04-17
136,yordi j van de vegte,pim van der harst,the netherlands,groningen umc,cardiology,10.3390/jcm10235677,superviosr,last,no,2022,"lifestyle, heart rate and cardiovascular disease: novel insights from genomics and big data",10.33612/diss.215908345,NA,FALSE,gold,2077-0383,Journal of Clinical Medicine,MDPI AG,2021-12-01
136,yordi j van de vegte,pim van der harst,the netherlands,groningen umc,cardiology,10.1016/j.jacc.2021.07.054,superviosr,last,no,2022,"lifestyle, heart rate and cardiovascular disease: novel insights from genomics and big data",10.33612/diss.215908346,NA,FALSE,hybrid,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2021-10-01
136,yordi j van de vegte,pim van der harst,the netherlands,groningen umc,cardiology,10.1038/s41598-020-63185-3,superviosr,last,no,2022,"lifestyle, heart rate and cardiovascular disease: novel insights from genomics and big data",10.33612/diss.215908347,NA,FALSE,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2020-04-22
136,yordi j van de vegte,pim van der harst,the netherlands,groningen umc,cardiology,10.1001/jamacardio.2018.1717,superviosr,last,no,2022,"lifestyle, heart rate and cardiovascular disease: novel insights from genomics and big data",10.33612/diss.215908348,NA,FALSE,green,2380-6583,JAMA Cardiology,American Medical Association (AMA),2018-08-01
136,yordi j van de vegte,pim van der harst,the netherlands,groningen umc,cardiology,10.1161/JAHA.119.015519,superviosr,last,no,2022,"lifestyle, heart rate and cardiovascular disease: novel insights from genomics and big data",10.33612/diss.215908349,NA,FALSE,gold,2047-9980,Journal of the American Heart Association,Ovid Technologies (Wolters Kluwer Health),2020-07-07
136,yordi j van de vegte,pim van der harst,the netherlands,groningen umc,cardiology,10.1136/emermed-2020-210212,superviosr,last,no,2022,"lifestyle, heart rate and cardiovascular disease: novel insights from genomics and big data",10.33612/diss.215908350,NA,FALSE,hybrid,"1472-0205,1472-0213",Emergency Medicine Journal,BMJ,2021-08-09
136,yordi j van de vegte,pim van der harst,the netherlands,groningen umc,cardiology,10.1038/s41598-020-63509-3,superviosr,last,no,2022,"lifestyle, heart rate and cardiovascular disease: novel insights from genomics and big data",10.33612/diss.215908351,NA,FALSE,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2020-04-20
137,jojanneke j g t van summeren,marjolein y berger,the netherlands,groningen umc,Eederly care medicine,10.1016/j.jpeds.2019.09.048,candidate,na,no,2022,management of childhood functional constipation in primary care,10.33612/diss.210773135,NA,FALSE,green,0022-3476,The Journal of Pediatrics,Elsevier BV,2020-01-01
137,jojanneke j g t van summeren,marjolein y berger,the netherlands,groningen umc,Eederly care medicine,10.1093/fampra/cmab147,candidate,na,no,2022,management of childhood functional constipation in primary care,10.33612/diss.210773136,NA,FALSE,closed,1460-2229,Family Practice,Oxford University Press (OUP),2022-01-08
137,jojanneke j g t van summeren,marjolein y berger,the netherlands,groningen umc,Eederly care medicine,10.1097/MPG.0000000000002124,candidate,na,no,2022,management of childhood functional constipation in primary care,10.33612/diss.210773137,NA,FALSE,hybrid,"0277-2116,1536-4801",Journal of Pediatric Gastroenterology & Nutrition,Ovid Technologies (Wolters Kluwer Health),2018-12-01
137,jojanneke j g t van summeren,marjolein y berger,the netherlands,groningen umc,Eederly care medicine,10.3399/BJGP.2021.0211,supervisor,last,no,2022,management of childhood functional constipation in primary care,10.33612/diss.210773138,NA,FALSE,hybrid,"0960-1643,1478-5242",British Journal of General Practice,Royal College of General Practitioners,2021-06-25
137,jojanneke j g t van summeren,marjolein y berger,the netherlands,groningen umc,Eederly care medicine,10.3399/BJGP.2020.1093,supervisor,last,no,2022,management of childhood functional constipation in primary care,10.33612/diss.210773139,NA,FALSE,hybrid,"0960-1643,1478-5242",British Journal of General Practice,Royal College of General Practitioners,2021-05-17
137,jojanneke j g t van summeren,marjolein y berger,the netherlands,groningen umc,Eederly care medicine,10.3399/bjgpopen20X101154,supervisor,last,no,2022,management of childhood functional constipation in primary care,10.33612/diss.210773140,NA,FALSE,gold,2398-3795,BJGP Open,Royal College of General Practitioners,2020-12-08
137,jojanneke j g t van summeren,marjolein y berger,the netherlands,groningen umc,Eederly care medicine,10.1093/fampra/cmy048,supervisor,last,no,2022,management of childhood functional constipation in primary care,10.33612/diss.210773141,NA,FALSE,closed,1460-2229,Family Practice,Oxford University Press (OUP),2018-05-30
137,jojanneke j g t van summeren,marjolein y berger,the netherlands,groningen umc,Eederly care medicine,10.1371/journal.pone.0189111,supervisor,last,no,2022,management of childhood functional constipation in primary care,10.33612/diss.210773142,NA,FALSE,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-12-06
137,jojanneke j g t van summeren,marjolein y berger,the netherlands,groningen umc,Eederly care medicine,10.1093/fampra/cmw079,supervisor,last,no,2022,management of childhood functional constipation in primary care,10.33612/diss.210773143,NA,FALSE,bronze,"0263-2136,1460-2229",Family Practice,Oxford University Press (OUP),2016-08-17
138,grietje h prins,peter olinga,the netherlands,groningen umc,pharmaceutical technology,10.3390/nu11030507,candidate,na,no,2022,metabolic-associated fatty liver disease: a major problem miniaturised,10.33612/diss.204505585,NA,FALSE,gold,2072-6643,Nutrients,MDPI AG,2019-02-27
138,grietje h prins,peter olinga,the netherlands,groningen umc,pharmaceutical technology,10.3390/nu13124203,candidate,na,no,2022,metabolic-associated fatty liver disease: a major problem miniaturised,10.33612/diss.204505586,NA,FALSE,gold,2072-6643,Nutrients,MDPI AG,2021-11-24
138,grietje h prins,peter olinga,the netherlands,groningen umc,pharmaceutical technology,10.1124/dmd.118.083428,supervisor,last,no,2022,metabolic-associated fatty liver disease: a major problem miniaturised,10.33612/diss.204505587,NA,FALSE,green,"0090-9556,1521-009X",Drug Metabolism and Disposition,American Society for Pharmacology & Experimental Therapeutics (ASPET),2018-10-01
138,grietje h prins,peter olinga,the netherlands,groningen umc,pharmaceutical technology,10.1016/j.bbadis.2019.165582,supervisor,last,no,2022,metabolic-associated fatty liver disease: a major problem miniaturised,10.33612/diss.204505588,NA,FALSE,hybrid,0925-4439,Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,Elsevier BV,2020-01-01
138,grietje h prins,peter olinga,the netherlands,groningen umc,pharmaceutical technology,10.1016/j.ejpb.2018.11.005,supervisor,last,no,2022,metabolic-associated fatty liver disease: a major problem miniaturised,10.33612/diss.204505589,NA,FALSE,hybrid,0939-6411,European Journal of Pharmaceutics and Biopharmaceutics,Elsevier BV,2018-12-01
138,grietje h prins,peter olinga,the netherlands,groningen umc,pharmaceutical technology,10.1152/ajpgi.00209.2019,supervisor,last,no,2022,metabolic-associated fatty liver disease: a major problem miniaturised,10.33612/diss.204505590,NA,FALSE,green,"0193-1857,1522-1547",American Journal of Physiology-Gastrointestinal and Liver Physiology,American Physiological Society,2020-02-01
138,grietje h prins,peter olinga,the netherlands,groningen umc,pharmaceutical technology,10.3389/fmed.2021.607962,supervisor,last,no,2022,metabolic-associated fatty liver disease: a major problem miniaturised,10.33612/diss.204505591,NA,FALSE,gold,2296-858X,Frontiers in Medicine,Frontiers Media SA,2021-02-15
138,grietje h prins,peter olinga,the netherlands,groningen umc,pharmaceutical technology,10.1093/ibd/izz329,supervisor,last,no,2022,metabolic-associated fatty liver disease: a major problem miniaturised,10.33612/diss.204505592,NA,FALSE,hybrid,"1078-0998,1536-4844",Inflammatory Bowel Diseases,Oxford University Press (OUP),2020-01-14
138,grietje h prins,peter olinga,the netherlands,groningen umc,pharmaceutical technology,10.1016/j.tiv.2020.104920,supervisor,last,no,2022,metabolic-associated fatty liver disease: a major problem miniaturised,10.33612/diss.204505593,NA,FALSE,hybrid,0887-2333,Toxicology in Vitro,Elsevier BV,2020-09-01
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.3390/nu11030705,candidate,na,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036718,NA,FALSE,gold,2072-6643,Nutrients,MDPI AG,2019-03-26
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.3390/jcm8122157,candidate,na,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036719,NA,FALSE,gold,2077-0383,Journal of Clinical Medicine,MDPI AG,2019-12-06
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1111/liv.14116,candidate,na,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036720,NA,FALSE,hybrid,"1478-3223,1478-3231",Liver International,Wiley,2019-06-10
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1371/journal.pone.0220659,candidate,na,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036721,NA,FALSE,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2019-08-06
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1016/j.atherosclerosis.2018.07.028,candidate,na,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036722,NA,FALSE,closed,0021-9150,Atherosclerosis,Elsevier BV,2018-10-01
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1111/liv.14963,supervisor,last,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036723,NA,FALSE,hybrid,"1478-3223,1478-3231",Liver International,Wiley,2021-06-08
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1210/clinem/dgab075,supervisor,last,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036724,NA,FALSE,hybrid,"0021-972X,1945-7197",The Journal of Clinical Endocrinology & Metabolism,The Endocrine Society,2021-02-10
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1111/eci.13468,supervisor,last,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036725,NA,FALSE,hybrid,"0014-2972,1365-2362",European Journal of Clinical Investigation,Wiley,2020-12-18
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1186/s12933-021-01348-w,supervisor,last,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036726,NA,FALSE,gold,1475-2840,Cardiovascular Diabetology,Springer Science and Business Media LLC,2021-07-28
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1111/eci.13627,supervisor,last,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036727,NA,FALSE,hybrid,"0014-2972,1365-2362",European Journal of Clinical Investigation,Wiley,2021-06-13
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1016/j.jacl.2016.12.015,supervisor,last,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036728,NA,FALSE,closed,1933-2874,Journal of Clinical Lipidology,Elsevier BV,2017-03-01
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1016/j.ejim.2021.07.002,supervisor,last,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036729,NA,FALSE,hybrid,0953-6205,European Journal of Internal Medicine,Elsevier BV,2021-07-01
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.3390/nu13010262,supervisor,last,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036730,NA,FALSE,gold,2072-6643,Nutrients,MDPI AG,2021-01-18
139,eline h van den berg,robin p f dullaart,the netherlands,groningen umc,endocrinology,10.1111/eci.12860,supervisor,last,no,2022,metabolic associated fatty liver disease: prevalence and determinants,10.33612/diss.205036731,NA,FALSE,green,0014-2972,European Journal of Clinical Investigation,Wiley,2017-12-07
140,mirjam p roffel,irene h heijink,the netherlands,groningen umc,pathology,10.1183/13993003.01294-2021,candidate,na,no,2022,micrornas in asthma and copd; from biomarkers to regulators of disease pathogenesis,10.33612/diss.217094830,NA,FALSE,closed,"0903-1936,1399-3003",European Respiratory Journal,European Respiratory Society (ERS),2021-08-26
140,mirjam paula roffel,irene h heijink,the netherlands,groningen umc,pathology,10.1152/ajplung.00252.2021,candidate,na,no,2022,micrornas in asthma and copd; from biomarkers to regulators of disease pathogenesis,10.33612/diss.217094831,NA,FALSE,green,"1040-0605,1522-1504",American Journal of Physiology-Lung Cellular and Molecular Physiology,American Physiological Society,2021-10-20
140,mirjam p roffel,irene h heijink,the netherlands,groningen umc,pathology,10.3390/cells11030526,supervisor,last,no,2022,micrornas in asthma and copd; from biomarkers to regulators of disease pathogenesis,10.33612/diss.217094832,NA,FALSE,gold,2073-4409,Cells,MDPI AG,2022-02-02
140,mirjam p roffel,irene h heijink,the netherlands,groningen umc,pathology,10.1183/13993003.01286-2020,supervisor,last,no,2022,micrornas in asthma and copd; from biomarkers to regulators of disease pathogenesis,10.33612/diss.217094833,NA,FALSE,green,"0903-1936,1399-3003",European Respiratory Journal,European Respiratory Society (ERS),2020-09-09
