pair,phd_candidate,supervisor,country,institute,subfield,doi,owner,position_author_supervisor,concern_methods_tools_devlpmnt_or_review,thesis_year,thesis_title,thesis_link,oa_status_unpaywall,issn,journal,publisher,publication_date_unpaywall,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements,downloaded,oa_status
102,daisy kolk,bianca m buurman-van es,the netherlands,amsterdam umc,internal medicine,10.1186/s12913-021-06719-3,supervisor,last,no,2022,"clinical, methodological, and dynamic perspectives on recovery of acutely ill older adults",https://hdl.handle.net/11245.1/548806c0-95b5-48f3-bbd5-743f70aee367,gold,1472-6963,BMC Health Services Research,Springer Science and Business Media LLC,10/08/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
102,daisy kolk,bianca m buurman-van es,the netherlands,amsterdam umc,internal medicine,10.1093/ageing/afab176,supervisor,last,no,2022,"clinical, methodological, and dynamic perspectives on recovery of acutely ill older adults",https://hdl.handle.net/11245.1/548806c0-95b5-48f3-bbd5-743f70aee368,hybrid,"0002-0729,1468-2834",Age and Ageing,Oxford University Press (OUP),28/08/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
102,daisy kolk,bianca m buurman-van es,the netherlands,amsterdam umc,internal medicine,10.1093/ageing/afab011,supervisor,last,no,2022,"clinical, methodological, and dynamic perspectives on recovery of acutely ill older adults",https://hdl.handle.net/11245.1/548806c0-95b5-48f3-bbd5-743f70aee369,closed,"0002-0729,1468-2834",Age and Ageing,Oxford University Press (OUP),24/02/2021,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
102,daisy kolk,bianca m buurman-van es,the netherlands,amsterdam umc,internal medicine,10.1111/jan.15052,supervisor,last,no,2022,"clinical, methodological, and dynamic perspectives on recovery of acutely ill older adults",https://hdl.handle.net/11245.1/548806c0-95b5-48f3-bbd5-743f70aee370,hybrid,"0309-2402,1365-2648",Journal of Advanced Nursing,Wiley,04/10/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1016/j.jcin.2019.08.009,candidate,na,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b2,bronze,1936-8798,JACC: Cardiovascular Interventions,Elsevier BV,01/10/2019,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1002/ccd.28428,candidate,na,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b3,green,"1522-1946,1522-726X",Catheterization and Cardiovascular Interventions,Wiley,13/08/2019,TRUE,supplement,FALSE,eventually we did a subgroup analysis of the primary endpoint  2.2 | study population and data collection  only in patients treated for at least one bifurcation lesion with tests  according to the all-comers concept only a limited number of inclu-  for treatment–by subgroup interaction according to the prespecified  sion and exclusion criteria were applied in the global leaders trial  baseline characteristics and the type of stenting technique such as  (data s1).  one-stent and two-stent techniques.,NA,TRUE,TRUE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1016/j.jcin.2020.06.023,candidate,na,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b4,bronze,1936-8798,JACC: Cardiovascular Interventions,Elsevier BV,01/10/2020,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1177/2048872620918706,supervisor,last,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b5,hybrid,"2048-8726,2048-8734",European Heart Journal. Acute Cardiovascular Care,Oxford University Press (OUP),26/05/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1177/2048872619870035,supervisor,last,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b6,bronze,"2048-8726,2048-8734",European Heart Journal: Acute Cardiovascular Care,Oxford University Press (OUP),13/09/2019,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1016/j.jcin.2019.08.052,supervisor,last,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b7,bronze,1936-8798,JACC: Cardiovascular Interventions,Elsevier BV,01/01/2020,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1161/JAHA.119.015559,supervisor,last,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b8,gold,2047-9980,Journal of the American Heart Association,Ovid Technologies (Wolters Kluwer Health),07/07/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1161/CIRCINTERVENTIONS.118.007322,supervisor,last,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b9,bronze,"1941-7640,1941-7632",Circulation: Cardiovascular Interventions,Ovid Technologies (Wolters Kluwer Health),01/08/2019,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1007/s12471-020-01366-5,supervisor,last,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b10,gold,"1568-5888,1876-6250",Netherlands Heart Journal,Springer Science and Business Media LLC,17/01/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
103,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1007/s12471-020-01365-6,supervisor,last,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b11,gold,"1568-5888,1876-6250",Netherlands Heart Journal,Springer Science and Business Media LLC,21/01/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
104,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1111/aas.13274,candidate,na,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c,closed,0001-5172,Acta Anaesthesiologica Scandinavica,Wiley,25/10/2018,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
104,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1111/dom.13927,candidate,na,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c,hybrid,"1462-8902,1463-1326","Diabetes, Obesity and Metabolism",Wiley,17/12/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
104,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1097/EJA.0000000000001134,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c,closed,0265-0215,European Journal of Anaesthesiology,Ovid Technologies (Wolters Kluwer Health),01/05/2020,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
104,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1136/acupmed-2017-011459,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c,closed,"0964-5284,1759-9873",Acupuncture in Medicine,SAGE Publications,22/01/2020,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
104,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1016/j.ijnurstu.2019.103515,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c,closed,0020-7489,International Journal of Nursing Studies,Elsevier BV,01/04/2020,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
104,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1007/s10877-019-00419-4,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c,hybrid,"1387-1307,1573-2614",Journal of Clinical Monitoring and Computing,Springer Science and Business Media LLC,13/11/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
104,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1097/EJA.0000000000000835,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c,closed,0265-0215,European Journal of Anaesthesiology,Ovid Technologies (Wolters Kluwer Health),01/09/2018,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
104,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.23736/S0375-9393.17.12051-1,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c,closed,"0375-9393,1827-1596",Minerva Anestesiologica,Edizioni Minerva Medica,01/04/2018,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
104,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1001/jamasurg.2019.4704,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c,green,2168-6254,JAMA Surgery,American Medical Association (AMA),15/01/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.1038/s41598-020-66534-4,candidate,na,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096368,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,22/06/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.3390/diagnostics11061033,candidate,na,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096369,gold,2075-4418,Diagnostics,MDPI AG,04/06/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.3390/jcm9123937,candidate,na,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096370,gold,2077-0383,Journal of Clinical Medicine,MDPI AG,04/12/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.3390/biology10070660,candidate,na,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096371,green,2079-7737,Biology,MDPI AG,13/07/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.3390/pharmaceutics13111809,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096372,gold,1999-4923,Pharmaceutics,MDPI AG,29/10/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.3390/jcm10040750,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096373,gold,2077-0383,Journal of Clinical Medicine,MDPI AG,13/02/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.1016/j.actbio.2017.06.042,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096374,green,1742-7061,Acta Biomaterialia,Elsevier BV,01/09/2017,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.1016/j.jdent.2018.11.004,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096375,green,0300-5712,Journal of Dentistry,Elsevier BV,01/01/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.1007/s00784-018-2627-3,supervisor,first,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096376,hybrid,"1432-6981,1436-3771",Clinical Oral Investigations,Springer Science and Business Media LLC,10/10/2018,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.1111/eos.12582,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096377,closed,0909-8836,European Journal of Oral Sciences,Wiley,30/10/2018,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
105,nikolaos gkantidis,yijin ren,the netherlands,groningen umc,dentistry,10.1038/s41522-020-0135-0,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096378,gold,2055-5008,npj Biofilms and Microbiomes,Springer Science and Business Media LLC,24/06/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
106,peter a j pijpker,rob j m groen,the netherlands,groningen umc,spine surgery,10.1007/s11548-021-02407-z,candidate,na,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389467,hybrid,"1861-6410,1861-6429",International Journal of Computer Assisted Radiology and Surgery,Springer Science and Business Media LLC,27/05/2021,FALSE,NA,TRUE,NA,code availability the developed application and source code have been made publicly available for research purposes at https://​github.​com/​ timoo​sterh​uis/​semia​utoma​tic_​ct_​3d_​surfa​ce_​mesh_​segme​ntati​on.,TRUE,TRUE
106,peter a j pijpker,rob j m groen,the netherlands,groningen umc,spine surgery,10.1093/ons/opy060,candidate,na,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389468,green,"2332-4252,2332-4260",Operative Neurosurgery,Ovid Technologies (Wolters Kluwer Health),05/04/2018,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
106,peter a j pijpker,rob j m groen,the netherlands,groningen umc,spine surgery,10.1097/BRS.0000000000004147,candidate,na,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389469,closed,0362-2436,Spine,Ovid Technologies (Wolters Kluwer Health),15/06/2021,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
106,peter a j pijpker,rob j m groen,the netherlands,groningen umc,spine surgery,10.3389/fneur.2020.00550,supervisor,last,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389470,gold,1664-2295,Frontiers in Neurology,Frontiers Media SA,19/06/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
106,peter a j pijpker,rob j m groen,the netherlands,groningen umc,spine surgery,10.1371/journal.pone.0220972,supervisor,last,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389471,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),09/08/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
106,peter a j pijpker,rob j m groen,the netherlands,groningen umc,spine surgery,10.1016/j.wneu.2018.01.155,supervisor,last,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389472,closed,1878-8750,World Neurosurgery,Elsevier BV,01/04/2018,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
106,peter a j pijpker,rob j m groen,the netherlands,groningen umc,spine surgery,10.1016/j.neuropsychologia.2017.07.015,supervisor,last,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389473,green,0028-3932,Neuropsychologia,Elsevier BV,01/08/2017,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
107,rene a posma,daan j touw,the netherlands,groningen umc,pharmacology,10.1136/bmjdrc-2019-000816,candidate,na,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784262,gold,2052-4897,BMJ Open Diabetes Research & Care,BMJ,01/08/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
107,rene a posma,daan j touw,the netherlands,groningen umc,pharmacology,10.1186/s13613-020-00652-0,candidate,na,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784263,gold,2110-5820,Annals of Intensive Care,Springer Science and Business Media LLC,26/03/2020,TRUE,supplement,FALSE,all data presented in table 1,NA,TRUE,TRUE
107,rene a posma,daan j touw,the netherlands,groningen umc,pharmacology,10.1093/jac/dkaa420,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784264,hybrid,"0305-7453,1460-2091",Journal of Antimicrobial Chemotherapy,Oxford University Press (OUP),22/10/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
107,rene a posma,daan j touw,the netherlands,groningen umc,pharmacology,10.1080/17425255.2022.2058930,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784265,hybrid,"1742-5255,1744-7607",Expert Opinion on Drug Metabolism &amp; Toxicology,Informa UK Limited,29/03/2022,NA,NA,NA,NA,NA,FALSE,TRUE
107,rene a posma,daan j touw,the netherlands,groningen umc,pharmacology,10.1177/1129729820917262,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784266,hybrid,"1129-7298,1724-6032",The Journal of Vascular Access,SAGE Publications,04/05/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
107,rene a posma,daan j touw,the netherlands,groningen umc,pharmacology,10.1371/journal.pone.0216801,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784267,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),14/05/2019,TRUE,supplement,FALSE,supporting information s1 data.;     (xlsx) s2 data.;     (xlsx) s3 data.,NA,TRUE,TRUE
107,rene a posma,daan j touw,the netherlands,groningen umc,pharmacology,10.1016/j.jchromb.2020.122476,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784268,hybrid,1570-0232,Journal of Chromatography B,Elsevier BV,01/01/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
107,rene a posma,daan j touw,the netherlands,groningen umc,pharmacology,10.4155/bio-2020-0122,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784269,green,"1757-6180,1757-6199",Bioanalysis,Future Science Ltd,01/07/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
107,rene a posma,daan j touw,the netherlands,groningen umc,pharmacology,10.1515/cclm-2019-1260,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784270,hybrid,"1437-4331,1434-6621",Clinical Chemistry and Laboratory Medicine (CCLM),Walter de Gruyter GmbH,15/05/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
108,dirk wagenaar,stefan both,the netherlands,groningen umc,oncology,10.1016/j.radonc.2021.09.003,candidate,na,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011060,hybrid,0167-8140,Radiotherapy and Oncology,Elsevier BV,01/09/2021,FALSE,NA,TRUE,NA,all matlab code was reviewed by the second author (as) and is included in the supplementary material. all matlab code was reviewed by the second author (as) and is included in the supplementary material.,TRUE,TRUE
108,dirk wagenaar,stefan both,the netherlands,groningen umc,oncology,10.1016/j.radonc.2020.09.001,candidate,na,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011061,hybrid,0167-8140,Radiotherapy and Oncology,Elsevier BV,01/01/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
108,dirk wagenaar,stefan both,the netherlands,groningen umc,oncology,10.1088/1361-6560/ab5e97,candidate,na,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011062,green,1361-6560,Physics in Medicine & Biology,IOP Publishing,17/01/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
108,dirk wagenaar,stefan both,the netherlands,groningen umc,oncology,10.1016/j.radonc.2019.03.019,candidate,na,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011063,green,0167-8140,Radiotherapy and Oncology,Elsevier BV,01/07/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
108,dirk wagenaar,stefan both,the netherlands,groningen umc,oncology,10.1186/s13014-021-01873-8,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011064,gold,1748-717X,Radiation Oncology,Springer Science and Business Media LLC,06/08/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
108,dirk wagenaar,stefan both,the netherlands,groningen umc,oncology,10.1002/mp.15333,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011065,hybrid,"0094-2405,2473-4209",Medical Physics,Wiley,02/11/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
108,dirk wagenaar,stefan both,the netherlands,groningen umc,oncology,10.1002/mp.14713,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011066,green,"0094-2405,2473-4209",Medical Physics,Wiley,06/02/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
108,dirk wagenaar,stefan both,the netherlands,groningen umc,oncology,10.1016/j.radonc.2020.07.055,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011067,hybrid,0167-8140,Radiotherapy and Oncology,Elsevier BV,01/09/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
108,dirk wagenaar,stefan both,the netherlands,groningen umc,oncology,10.1016/j.radonc.2020.06.027,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011068,hybrid,0167-8140,Radiotherapy and Oncology,Elsevier BV,01/09/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
109,hanan rashid,barbara horvath,the netherlands,groningen umc,immunology,10.1001/jamadermatol.2021.1036,candidate,na,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399495,green,2168-6068,JAMA Dermatology,American Medical Association (AMA),01/07/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
109,hanan rashid,barbara horvath,the netherlands,groningen umc,immunology,10.1016/j.jaad.2021.11.061,candidate,na,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399496,hybrid,0190-9622,Journal of the American Academy of Dermatology,Elsevier BV,01/12/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
109,hanan rashid,barbara horvath,the netherlands,groningen umc,immunology,10.3389/fimmu.2018.00248,supervisor,last,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399497,gold,1664-3224,Frontiers in Immunology,Frontiers Media SA,19/02/2018,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
109,hanan rashid,barbara horvath,the netherlands,groningen umc,immunology,10.1001/jamadermatol.2017.2808,supervisor,last,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399498,green,2168-6068,JAMA Dermatology,American Medical Association (AMA),01/11/2017,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
109,hanan rashid,barbara horvath,the netherlands,groningen umc,immunology,10.1111/bjd.20954,supervisor,last,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399499,closed,"0007-0963,1365-2133",British Journal of Dermatology,Wiley,18/12/2021,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
110,abigail m forson,henny c van der mei,the netherlands,groningen umc,infection,10.1038/s41598-020-69084-x,candidate,na,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355628,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,21/07/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
110,abigail m forson,henny c van der mei,the netherlands,groningen umc,infection,10.3389/fcimb.2021.799845,candidate,na,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355629,gold,2235-2988,Frontiers in Cellular and Infection Microbiology,Frontiers Media SA,17/01/2022,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
110,abigail m forson,henny c van der mei,the netherlands,groningen umc,infection,10.1016/j.dental.2019.02.024,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355630,closed,0109-5641,Dental Materials,Elsevier BV,01/05/2019,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
110,abigail m forson,henny c van der mei,the netherlands,groningen umc,infection,10.1038/s41598-019-46196-7,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355631,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,05/07/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
110,abigail m forson,henny c van der mei,the netherlands,groningen umc,infection,10.1093/femspd/ftaa012,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355632,green,2049-632X,Pathogens and Disease,Oxford University Press (OUP),27/02/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
110,abigail m forson,henny c van der mei,the netherlands,groningen umc,infection,10.1128/AEM.01516-17,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355633,green,"0099-2240,1098-5336",Applied and Environmental Microbiology,American Society for Microbiology,01/01/2018,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
110,abigail m forson,henny c van der mei,the netherlands,groningen umc,infection,10.1016/j.jcis.2017.10.024,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355634,closed,0021-9797,Journal of Colloid and Interface Science,Elsevier BV,01/02/2018,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
111,jing wang,geertruida h de bock,the netherlands,groningen umc,epidemiology,10.1007/s00330-020-06812-x,candidate,na,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241197,hybrid,"0938-7994,1432-1084",European Radiology,Springer Science and Business Media LLC,07/05/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
111,jing wang,geertruida h de bock,the netherlands,groningen umc,epidemiology,10.34172/ijhpm.2021.62,candidate,na,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241198,gold,2322-5939,International Journal of Health Policy and Management,Maad Rayan Publishing Company,04/07/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
