referenceid	timestamp_started	timestamp_finished	pair	phd_candidate	supervisor	country	institute	subfield	pmid	owner	position_author_supervisor	concern_methods_tools_devlpmnt_or_review	thesis_year	thesis_title	thesis_link	doi	oa_status	issn	journal	publisher	publication_date_unpaywall	is_open_data	open_data_category	is_open_code	open_data_statements	open_code_statements	downloaded	open_methods_yn	unsure_explanation	type_of_open_methods_trial_registration_number	type_of_open_methods_preregistration	type_of_open_methods_protocol	type_of_open_methods_open_notebook	type_of_open_methods_open_code	type_of_open_methods_Other	link_open_methods	public_link_open_methods	additional_remarks
35	2022-03-15 05:23:12	2022-03-15 05:23:18	25	Loes Soetens	Jacco Wallinga	Netherlands	Leiden UMC	epidemiology	30529023	supervisor	last	no	2021	Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach	https://hdl.handle.net/1887/3247049	10.1016/j.epidem.2018.10.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
36	2022-03-15 05:23:22	2022-03-15 05:23:28	25	Loes Soetens	Jacco Wallinga	Netherlands	Leiden UMC	epidemiology	29629940	supervisor	last	no	2021	Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach	https://hdl.handle.net/1887/3247049	10.1097/ede.0000000000000841	closed	1044-3983	Epidemiology	Ovid Technologies (Wolters Kluwer Health)	01.07.2018	NA	NA	NA	NA	NA	FALSE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
37	2022-03-15 05:23:33	2022-03-15 05:23:38	25	Loes Soetens	Jacco Wallinga	Netherlands	Leiden UMC	epidemiology	29087989	supervisor	last	no	2021	Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach	https://hdl.handle.net/1887/3247049	10.1097/ede.0000000000000778	green	1044-3983	Epidemiology	Ovid Technologies (Wolters Kluwer Health)	01.03.2018	NA	NA	NA	NA	NA	FALSE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
39	2022-03-15 05:23:43	2022-03-15 05:23:49	25	Loes Soetens	Jacco Wallinga	Netherlands	Leiden UMC	epidemiology	30914076	candidate	na	yes	2021	Patterns and scales in infectious disease surveillance data: an exploratory data analysis approach	https://hdl.handle.net/1887/3247049	10.2807/1560-7917.es.2019.24.12.1800331	gold	1560-7917	Eurosurveillance	European Centre for Disease Control and Prevention (ECDC)	21.03.2019	NA	NA	NA	NA	NA	FALSE	Yes	NULL	NULL	NULL	NULL	NULL	1	NULL	https://github.com/lsoetens/ClusterViz	Yes	NULL
40	2022-03-15 05:23:53	2022-03-15 05:23:57	28	Esm? van der Gracht	Frits Koning	Netherlands	Leiden UMC	molecular_biology	30664737	supervisor	last	no	2021	Dissecting the heterogeneity of circulating and tissue-resident memory T cells	https://hdl.handle.net/1887/3245200	10.1038/s41590-018-0294-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
41	2022-03-15 05:24:00	2022-03-15 05:24:57	31	Marit Navis	R.M. van Elburg	Netherlands	Amsterdam UMC	epidemiology	31058782	supervisor	last	no	2021	From in vitro to in vivo models, and the impact of early life nutrition	https://hdl.handle.net/11245.1/856901ab-6b10-4e58-b5f6-4b222d3bb826	10.1097/mpg.0000000000002360	closed	0277-2116,1536-4801	Journal of Pediatric Gastroenterology & Nutrition	Ovid Technologies (Wolters Kluwer Health)	01.07.2019	NA	NA	NA	NA	NA	FALSE	Yes	NULL	1	0	1	0	0	0	https://pubmed.ncbi.nlm.nih.gov/26645894/ AND https://clinicaltrials.gov/ct2/show/NCT02536560?term=NCT02536560&draw=2&rank=1	Yes	NULL
42	2022-03-15 05:25:04	2022-03-16 03:00:42	1	Sabrina T Wiebe	Gerd Mikus	Germany	Universitat Heidelberg	drug_development	32976642	supervisor	last	no	2020	Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development	http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf	10.1002/jcph.1751	hybrid	0091-2700,1552-4604	The Journal of Clinical Pharmacology	Wiley	25.09.2020	FALSE		FALSE			TRUE	No	&quot;This phase 1, single-center, open-label clinical trial(EudraCT number: 2018-001409-10)&quot; <-- I do not get EudraCT to work, you?	NULL	NULL	NULL	NULL	NULL	NULL	NULL		The TRN did not resolve
43	2022-03-15 05:27:12	2022-03-16 03:01:54	1	Sabrina T Wiebe	Gerd Mikus	Germany	Universitat Heidelberg	drug_development	32437074	supervisor	last	no	2020	Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development	http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf	10.1002/jcph.1622	hybrid	0091-2700,1552-4604	The Journal of Clinical Pharmacology	Wiley	21.05.2020	FALSE		FALSE			TRUE	No	EudraCT 2017-004453-16 (but not public)	1	0	0	0	0	0	NULL	No	TRN did not resolve 
44	2022-03-15 05:29:44	2022-03-16 03:02:48	1	Sabrina T Wiebe	Gerd Mikus	Germany	Universitat Heidelberg	drug_development	32060866	supervisor	last	no	2020	Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development	http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf	10.1007/s40262-020-00862-6	hybrid	0312-5963,1179-1926	Clinical Pharmacokinetics	Springer Science and Business Media LLC	15.02.2020	FALSE		FALSE			TRUE	No	EudraCT number 2017-001801-34, but not publicly accessible, it seems	1	0	0	0	0	0	NULL	No	TRN did not resolve 
45	2022-03-15 05:30:00	2022-03-15 05:30:05	1	Sabrina T Wiebe	Gerd Mikus	Germany	Universitat Heidelberg	drug_development	31601999	supervisor	last	no	2020	Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development	http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf	10.1038/s41598-019-51279-6	gold	2045-2322	Scientific Reports	Springer Science and Business Media LLC	10.10.2019	FALSE		FALSE			TRUE	Yes	NULL	NULL	NULL	1	NULL	NULL	NULL	https://www.liebertpub.com/doi/10.1089/jpm.2017.0461	Yes	NULL
47	2022-03-15 05:30:15	2022-03-15 05:30:18	1	Sabrina T Wiebe	Gerd Mikus	Germany	Universitat Heidelberg	drug_development	32772302	candidate	na	no	2020	Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development	http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf	10.1007/s10928-020-09704-1	hybrid	1567-567X,1573-8744	Journal of Pharmacokinetics and Pharmacodynamics	Springer Science and Business Media LLC	08.08.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
48	2022-03-15 05:30:22	2022-03-16 03:04:02	1	Sabrina T Wiebe	Gerd Mikus	Germany	Universitat Heidelberg	drug_development	32436239	candidate	na	no	2020	Midazolam Microdosing and Population Pharmacokinetic Modelling to Assess CYP3A Drug-Drug Interactions in Early Clinical Development	http://archiv.ub.uni-heidelberg.de/volltextserver/29312/1/WIEBE_Doktorarbeit_Final.pdf	10.1111/bcp.14389	hybrid	0306-5251,1365-2125	British Journal of Clinical Pharmacology	Wiley	10.06.2020	FALSE		FALSE			TRUE	No	3 EudraCT Numbers: 2017-001653-14 - 2017-003269-85 - 2018-000389-1	1	0	0	0	0	0	(Compound A: EudraCT 2017-001653-14) and at CRS Clinical Research Services Mannheim GmbH, Germany (Compound B: EudraCT 2017-003269-85 and Compound C: EudraCT 2018-000389-12). 	No	None of the TRNs resolved!
49	2022-03-15 05:30:54	2022-03-15 05:31:05	2	Christina Georgikou	Ingrid Herr	Germany	Universitat Heidelberg	cancer	29627496	supervisor	last	no	2020	Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives	http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf	10.1016/j.canlet.2018.04.001	closed	0304-3835	Cancer Letters	Elsevier BV	01.07.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
51	2022-03-15 05:31:08	2022-03-15 05:32:16	2	Christina Georgikou	Ingrid Herr	Germany	Universitat Heidelberg	cancer	30387838	supervisor	last	no	2020	Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives	http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf	10.3892/ijo.2018.4616	green	1019-6439,1791-2423	International Journal of Oncology	Spandidos Publications	01.11.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
52	2022-03-15 05:32:23	2022-03-15 05:32:27	2	Christina Georgikou	Ingrid Herr	Germany	Universitat Heidelberg	cancer	28137273	supervisor	last	no	2020	Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives	http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf	10.1186/s12943-017-0589-8	gold	1476-4598	Molecular Cancer	Springer Science and Business Media LLC	31.01.2017	TRUE	field-specific repository, supplement	FALSE	the number of visible cells is indicated on each slide  accession number e-mtab-4718 was uploaded to array express and 105 mirs were found to be differentially expressed.     xlsx 247 kb) additional file 4		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
53	2022-03-15 05:32:30	2022-03-15 05:32:34	2	Christina Georgikou	Ingrid Herr	Germany	Universitat Heidelberg	cancer	27940128	supervisor	last	no	2020	Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives	http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf	10.1016/j.canlet.2016.11.035	closed	0304-3835	Cancer Letters	Elsevier BV	01.03.2017	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
54	2022-03-15 05:32:38	2022-03-15 05:32:40	2	Christina Georgikou	Ingrid Herr	Germany	Universitat Heidelberg	cancer	29143337	supervisor	last	no	2020	Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives	http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf	10.1002/ijc.31160	hybrid	0020-7136	International Journal of Cancer	Wiley	29.11.2017	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
55	2022-03-15 05:32:43	2022-03-15 05:32:46	2	Christina Georgikou	Ingrid Herr	Germany	Universitat Heidelberg	cancer	28981109	supervisor	last	no	2020	Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives	http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf	10.1038/cddis.2017.455	gold	2041-4889	Cell Death & Disease	Springer Science and Business Media LLC	01.10.2017	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
56	2022-03-15 05:32:50	2022-03-15 05:32:53	2	Christina Georgikou	Ingrid Herr	Germany	Universitat Heidelberg	cancer	31678166	candidate	na	no	2020	Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives	http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf	10.1016/j.canlet.2019.10.042	hybrid	0304-3835	Cancer Letters	Elsevier BV	01.01.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
57	2022-03-15 05:32:57	2022-03-15 05:32:59	2	Christina Georgikou	Ingrid Herr	Germany	Universitat Heidelberg	cancer	32429039	candidate	na	no	2020	Inhibition of pancreatic cancer progression by sulforaphane- mediated downregulation of miR30a-3p and sulforaphane derivatives	http://archiv.ub.uni-heidelberg.de/volltextserver/29102/7/Christina_Georgikou_Dissertation.pdf	10.3390/biom10050769	gold	2218-273X	Biomolecules	MDPI AG	15.05.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
58	2022-03-15 05:33:03	2022-03-15 05:33:07	3	Uzair Ali Khan	Hermann Brenner	Germany	Universitat Heidelberg	cancer	29626112	supervisor	last	no	2020	Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus	http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf	10.15252/emmm.201708763	gold	1757-4676,1757-4684	EMBO Molecular Medicine	EMBO	06.04.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
59	2022-03-15 05:33:11	2022-03-15 05:33:13	3	Uzair Ali Khan	Hermann Brenner	Germany	Universitat Heidelberg	cancer	31785152	supervisor	last	no	2020	Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus	http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf	10.1002/ijc.32816	hybrid	0020-7136,1097-0215	International Journal of Cancer	Wiley	13.12.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
60	2022-03-15 05:33:21	2022-03-15 05:35:24	3	Uzair Ali Khan	Hermann Brenner	Germany	Universitat Heidelberg	cancer	31376284	supervisor	last	no	2020	Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus	http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf	10.1002/ijc.32610	closed	0020-7136,1097-0215	International Journal of Cancer	Wiley	15.05.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
61	2022-03-15 05:35:28	2022-03-15 05:35:30	3	Uzair Ali Khan	Hermann Brenner	Germany	Universitat Heidelberg	cancer	32824839	supervisor	first	no	2020	Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus	http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf	10.3390/nu12082488	green	2072-6643	Nutrients	MDPI AG	18.08.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
62	2022-03-15 05:35:34	2022-03-15 05:35:37	3	Uzair Ali Khan	Hermann Brenner	Germany	Universitat Heidelberg	cancer	29514134	supervisor	last	no	2020	Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus	http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf	10.18632/aging.101392	gold	1945-4589	Aging	Impact Journals, LLC	06.03.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
63	2022-03-15 05:35:41	2022-03-15 05:35:43	3	Uzair Ali Khan	Hermann Brenner	Germany	Universitat Heidelberg	cancer	33186354	candidate	na	no	2020	Colorectal cancer risk prediction and risk-adapted colorectal cancer screening in patients with diabetes mellitus	http://archiv.ub.uni-heidelberg.de/volltextserver/30612/1/AliKhan_Uzair_24_07_1994_Dissertation.pdf	10.1371/journal.pmed.1003431	gold	1549-1676	PLOS Medicine	Public Library of Science (PLoS)	13.11.2020	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
64	2022-03-15 05:35:46	2022-03-15 05:35:50	4	Laurent S V Thomas	Franz Schaefer	Germany	Universitat Heidelberg	"paedetrics	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
66	2022-03-15 05:35:53	2022-03-15 05:36:21	4	Laurent S V Thomas	Franz Schaefer	Germany	Universitat Heidelberg	"paedetrics	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
68	2022-03-15 05:36:34	2022-03-15 05:36:38	4	Laurent S V Thomas	Franz Schaefer	Germany	Universitat Heidelberg	"paedetrics	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
69	2022-03-15 05:36:42	2022-03-15 05:37:19	paediatrics"	30588548	supervisor	last	no	2021	Computer vision and data-analysis solutions for phenotypic screening of small model organisms	http://archiv.ub.uni-heidelberg.de/volltextserver/30804/1/PhDthesis_LaurentThomas.pdf	10.1007/s00467-018-4129-6	hybrid	0931-041X,1432-198X	Pediatric Nephrology	Springer Science and Business Media LLC	26.12.2018	FALSE		FALSE			TRUE	NULL	NULL	NULL	NULL	NULL		Was removed from the dataset	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
70	2022-03-15 05:37:23	2022-03-15 05:37:26	4	Laurent S V Thomas	Franz Schaefer	Germany	Universitat Heidelberg	"paedetrics	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
72	2022-03-15 05:37:30	2022-03-15 05:37:34	4	Laurent S V Thomas	Franz Schaefer	Germany	Universitat Heidelberg	"paedetrics	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
73	2022-03-15 05:37:37	2022-03-15 05:37:44	paediatrics"	29907460	supervisor	first	no	2021	Computer vision and data-analysis solutions for phenotypic screening of small model organisms	http://archiv.ub.uni-heidelberg.de/volltextserver/30804/1/PhDthesis_LaurentThomas.pdf	10.1016/j.kint.2018.02.029	closed	0085-2538	Kidney International	Elsevier BV	01.08.2018	FALSE		FALSE			TRUE	NULL	NULL	NULL	NULL	NULL		Removed from the dataset.	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
74	2022-03-15 05:37:56	2022-03-15 05:38:01	4	Laurent S V Thomas	Franz Schaefer	Germany	Universitat Heidelberg	"paedetrics	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
76	2022-03-15 05:38:04	2022-03-15 05:38:07	4	Laurent S V Thomas	Franz Schaefer	Germany	Universitat Heidelberg	"paedetrics	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
77	2022-03-15 05:38:11	2022-03-15 05:38:19	paediatrics"	31391470	supervisor	last	no	2021	Computer vision and data-analysis solutions for phenotypic screening of small model organisms	http://archiv.ub.uni-heidelberg.de/volltextserver/30804/1/PhDthesis_LaurentThomas.pdf	10.1038/s41598-019-46653-3	gold	2045-2322	Scientific Reports	Springer Science and Business Media LLC	07.08.2019	FALSE		FALSE			TRUE	NULL	NULL	NULL	NULL	NULL	No	Removed from the dataset.	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
78	2022-03-15 05:38:23	2022-03-15 05:38:29	4	Laurent S V Thomas	Franz Schaefer	Germany	Universitat Heidelberg	"paedetrics	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
82	2022-03-15 05:38:33	2022-03-15 05:38:36	4	Laurent S V Thomas	Franz Schaefer	Germany	Universitat Heidelberg	"paedetrics	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
87	2022-03-15 05:38:42	2022-03-15 05:38:46	5	Frank Gabel	Stefan Listl	Germany	Universitat Heidelberg	dentistry	28661798	supervisor	last	no	2020	Empirical methods for causal inference	http://archiv.ub.uni-heidelberg.de/volltextserver/30690/1/dissertation_Gabel.pdf	10.2105/ajph.2016.303614	green	0090-0036,1541-0048	American Journal of Public Health	American Public Health Association	01.05.2017	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
88	2022-03-15 05:38:52	2022-03-15 05:41:01	5	Frank Gabel	Stefan Listl	Germany	Universitat Heidelberg	dentistry	30576438	candidate	na	no	2020	Empirical methods for causal inference	http://archiv.ub.uni-heidelberg.de/volltextserver/30690/1/dissertation_Gabel.pdf	10.1093/fampra/cmy128	hybrid	1460-2229	Family Practice	Oxford University Press (OUP)	21.12.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
92	2022-03-15 05:41:12	2022-03-15 05:41:16	6	Andreas Staudt	Ulrich John	Germany	Universitat Heidelberg	public_health	29702594	supervisor	first	no	2020	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.3390/ijerph15050873	gold	1660-4601	International Journal of Environmental Research and Public Health	MDPI AG	27.04.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
93	2022-03-15 05:41:18	2022-03-15 05:41:21	6	Andreas Staudt	Ulrich John	Germany	Universitat Heidelberg	public_health	31627718	supervisor	last	no	2020	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1186/s12905-019-0821-3	gold	1472-6874	BMC Women's Health	Springer Science and Business Media LLC	18.10.2019	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
94	2022-03-15 05:41:26	2022-03-15 05:43:43	6	Andreas Staudt	Ulrich John	Germany	Universitat Heidelberg	public_health	31783832	supervisor	last	no	2020	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1186/s12889-019-7931-6	gold	1471-2458	BMC Public Health	Springer Science and Business Media LLC	29.11.2019	FALSE		FALSE			TRUE	Yes	NULL	1	0	0	0	0	0	https://clinicaltrials.gov/ct2/show/NCT01291693?term=NCT01291693&draw=2&rank=1	Yes	NULL
95	2022-03-15 05:43:50	2022-03-15 05:46:25	6	Andreas Staudt	Ulrich John	Germany	Universitat Heidelberg	public_health	29362900	supervisor	last	no	2020	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1007/s10198-017-0945-z	closed	1618-7598,1618-7601	The European Journal of Health Economics	Springer Science and Business Media LLC	23.01.2018	FALSE		FALSE			TRUE	Yes	NULL	NULL	NULL	1	NULL	NULL	1	https://pubmed.ncbi.nlm.nih.gov/25583586/	Yes	seems to be a protocol ('Design and Fieldwork'), but not called like that
96	2022-03-15 05:46:34	2022-03-15 05:46:42	6	Andreas Staudt	Ulrich John	Germany	Universitat Heidelberg	public_health	30125760	candidate	na	no	2020	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1016/j.drugalcdep.2018.06.031	closed	0376-8716	Drug and Alcohol Dependence	Elsevier BV	01.10.2018	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
98	2022-03-15 05:46:45	2022-03-15 05:47:17	6	Andreas Staudt	Ulrich John	Germany	Universitat Heidelberg	public_health	31163053	candidate	na	no	2020	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1371/journal.pone.0217595	gold	1932-6203	PLOS ONE	Public Library of Science (PLoS)	04.06.2019	TRUE	supplement	FALSE	supporting information s1 dataset.		TRUE	Yes	NULL	1	0	1	0	0	0	https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-018-5774-1 and DRKS00014274	Yes	NULL
99	2022-03-15 05:47:21	2022-03-15 05:47:33	7	Michael Lacy	J	Germany	Universitat Heidelberg	vascular_biology	33239628	supervisor	last	no	2021	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1038/s41467-020-19764-z	gold	2041-1723	Nature Communications	Springer Science and Business Media LLC	25.11.2020	TRUE	field-specific repository	FALSE	the crystal structures of human cxcr4 as used for ectodomain peptide selection in this study are available as publicly available datasets under the accession codes 3odu 3oe0 3oe6 3oe8 3oe9 4rws.		TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
100	2022-03-15 05:47:37	2022-03-15 05:48:55	7	Michael Lacy	J	Germany	Universitat Heidelberg	vascular_biology	28229932	supervisor	last	no	2021	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1016/j.cellsig.2017.02.013	closed	0898-6568	Cellular Signalling	Elsevier BV	01.06.2017	FALSE		FALSE			TRUE	No	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
101	2022-03-15 05:48:59	2022-03-15 05:50:34	7	Michael Lacy	J	Germany	Universitat Heidelberg	vascular_biology	31745866	supervisor	last	no	2021	Screening for at-risk alcohol use: The challenge of temporal changes in alcohol consumption	https://epub.ub.uni-greifswald.de/frontdoor/deliver/index/docId/4496/file/Diss_Staudt_komplett_PDF.pdf	10.1007/978-1-4939-9936-1_1	closed	1064-3745,1940-6029	Methods in Molecular Biology	Springer US	20.11.2019	FALSE		FALSE			TRUE	No	&quot;Part of the Methods in Molecular Biology book series (MIMB, volume 2080)&quot; <-- is this an Open Access book?	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
