pair,phd_candidate,supervisor,country,institute,subfield,doi,owner,position_author_supervisor,concern_methods_tools_devlpmnt_or_review,thesis_year,thesis_title,thesis_link
105,norihiro kogame,jan j piek,the netherlands,amsterdam umc,cardiology,10.1007/s12471-020-01365-6,supervisor,last,no,2022,implementation of the best practice principle in contemporary percutaneous coronary intervention,https://hdl.handle.net/11245.1/b7014887-71ae-42ce-96ab-8f20ff4d58b11
106,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1111/aas.13274,candidate,na,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c
106,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1111/dom.13927,candidate,na,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c
106,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1097/EJA.0000000000001134,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c
106,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1136/acupmed-2017-011459,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c
106,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1016/j.ijnurstu.2019.103515,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c
106,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1007/s10877-019-00419-4,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c
106,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1097/EJA.0000000000000835,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c
106,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.23736/S0375-9393.17.12051-1,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c
106,abraham h hulst,benedikt preckel,the netherlands,amsterdam umc,anaesthesiology,10.1001/jamasurg.2019.4704,supervisor,last,no,2022,glucose control therapies in the perioperative period,https://hdl.handle.net/11245.1/9f8b3eed-fbd4-4d84-96aa-593b390f447c
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.1038/s41598-020-66534-4,candidate,na,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096368
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.3390/diagnostics11061033,candidate,na,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096369
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.3390/jcm9123937,candidate,na,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096370
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.3390/biology10070660,candidate,na,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096371
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.3390/pharmaceutics13111809,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096372
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.3390/jcm10040750,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096373
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.1016/j.actbio.2017.06.042,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096374
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.1016/j.jdent.2018.11.004,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096375
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.1007/s00784-018-2627-3,supervisor,first,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096376
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.1111/eos.12582,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096377
107,nikolaos gkantidis,yijin ren,the netherlands,groningen,dentistry,10.1038/s41522-020-0135-0,supervisor,last,no,2022,3d tooth wear assessment in dentistry and orthodontics,10.33612/diss.198096378
108,peter a j pijpker,rob j m groen,the netherlands,groningen,spine surgery,10.1007/s11548-021-02407-z,candidate,na,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389467
108,peter a j pijpker,rob j m groen,the netherlands,groningen,spine surgery,10.1093/ons/opy060,candidate,na,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389468
108,peter a j pijpker,rob j m groen,the netherlands,groningen,spine surgery,10.1097/BRS.0000000000004147,candidate,na,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389469
108,peter a j pijpker,rob j m groen,the netherlands,groningen,spine surgery,10.3389/fneur.2020.00550,supervisor,last,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389470
108,peter a j pijpker,rob j m groen,the netherlands,groningen,spine surgery,10.1371/journal.pone.0220972,supervisor,last,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389471
108,peter a j pijpker,rob j m groen,the netherlands,groningen,spine surgery,10.1016/j.wneu.2018.01.155,supervisor,last,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389472
108,peter a j pijpker,rob j m groen,the netherlands,groningen,spine surgery,10.1016/j.neuropsychologia.2017.07.015,supervisor,last,no,2022,3d virtual surgical planning and patient-specific instrumentation in spine surgery,10.33612/diss.204389473
109,rene a posma,daan j touw,the netherlands,groningen,pharmacology,10.1136/bmjdrc-2019-000816,candidate,na,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784262
109,rene a posma,daan j touw,the netherlands,groningen,pharmacology,10.1186/s13613-020-00652-0,candidate,na,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784263
109,rene a posma,daan j touw,the netherlands,groningen,pharmacology,10.1093/jac/dkaa420,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784264
109,rene a posma,daan j touw,the netherlands,groningen,pharmacology,10.1080/17425255.2022.2058930,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784265
109,rene a posma,daan j touw,the netherlands,groningen,pharmacology,10.1177/1129729820917262,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784266
109,rene a posma,daan j touw,the netherlands,groningen,pharmacology,10.1371/journal.pone.0216801,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784267
109,rene a posma,daan j touw,the netherlands,groningen,pharmacology,10.1016/j.jchromb.2020.122476,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784268
109,rene a posma,daan j touw,the netherlands,groningen,pharmacology,10.4155/bio-2020-0122,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784269
109,rene a posma,daan j touw,the netherlands,groningen,pharmacology,10.1515/cclm-2019-1260,supervisor,last,no,2022,acute metabolic effects of metformin during critical illness,10.33612/diss.202784270
110,dirk wagenaar,stefan both,the netherlands,groningen,oncology,10.1016/j.radonc.2021.09.003,candidate,na,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011060
110,dirk wagenaar,stefan both,the netherlands,groningen,oncology,10.1016/j.radonc.2020.09.001,candidate,na,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011061
110,dirk wagenaar,stefan both,the netherlands,groningen,oncology,10.1088/1361-6560/ab5e97,candidate,na,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011062
110,dirk wagenaar,stefan both,the netherlands,groningen,oncology,10.1016/j.radonc.2019.03.019,candidate,na,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011063
110,dirk wagenaar,stefan both,the netherlands,groningen,oncology,10.1186/s13014-021-01873-8,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011064
110,dirk wagenaar,stefan both,the netherlands,groningen,oncology,10.1002/mp.15333,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011065
110,dirk wagenaar,stefan both,the netherlands,groningen,oncology,10.1002/mp.14713,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011066
110,dirk wagenaar,stefan both,the netherlands,groningen,oncology,10.1016/j.radonc.2020.07.055,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011067
110,dirk wagenaar,stefan both,the netherlands,groningen,oncology,10.1016/j.radonc.2020.06.027,supervisor,last,no,2022,advanced treatment planning: robust optimization and proton rbe,10.33612/diss.203011068
111,hanan rashid,barbara horvath,the netherlands,groningen,immunology,10.1001/jamadermatol.2021.1036,candidate,na,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399495
111,hanan rashid,barbara horvath,the netherlands,groningen,immunology,10.1016/j.jaad.2021.11.061,candidate,na,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399496
111,hanan rashid,barbara horvath,the netherlands,groningen,immunology,10.3389/fimmu.2018.00248,supervisor,last,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399497
111,hanan rashid,barbara horvath,the netherlands,groningen,immunology,10.1001/jamadermatol.2017.2808,supervisor,last,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399498
111,hanan rashid,barbara horvath,the netherlands,groningen,immunology,10.1111/bjd.20954,supervisor,last,no,2022,autoimmune bullous diseases: insights into diagnosis and disease management,10.33612/diss.219399499
112,abigail m forson,henny c van der mei,the netherlands,groningen,infection,10.1038/s41598-020-69084-x,candidate,na,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355628
112,abigail m forson,henny c van der mei,the netherlands,groningen,infection,10.3389/fcimb.2021.799845,candidate,na,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355629
112,abigail m forson,henny c van der mei,the netherlands,groningen,infection,10.1016/j.dental.2019.02.024,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355630
112,abigail m forson,henny c van der mei,the netherlands,groningen,infection,10.1038/s41598-019-46196-7,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355631
112,abigail m forson,henny c van der mei,the netherlands,groningen,infection,10.1093/femspd/ftaa012,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355632
112,abigail m forson,henny c van der mei,the netherlands,groningen,infection,10.1128/AEM.01516-17,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355633
112,abigail m forson,henny c van der mei,the netherlands,groningen,infection,10.1016/j.jcis.2017.10.024,supervisor,last,no,2022,biofilms and biocompatibility: discovering alternative targets for preventing biomaterial-associated infections,10.33612/diss.213355634
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.1007/s00330-020-06812-x,candidate,na,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241197
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.34172/ijhpm.2021.62,candidate,na,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241198
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.1016/j.breast.2021.12.004,candidate,na,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241199
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.1016/j.breast.2020.12.003,candidate,na,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241200
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.3390/cancers13092133,supervisor,last,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241201
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.1097/GOX.0000000000004002,supervisor,last,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241202
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.1080/01635581.2020.1801778,supervisor,last,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241203
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.3389/fpubh.2021.648278,supervisor,last,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241204
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.1158/1055-9965.EPI-21-0620,supervisor,last,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241205
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology,10.3390/cancers13102335,supervisor,last,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241206
113,jing wang,geertruida h de bock,the netherlands,groningen,epidemiology, 10.1186/s12875-020-01350-3,supervisor,last,no,2022,breast cancer screening in europe and china: strategy evaluation and optimization,10.33612/diss.195241207
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery,10.1097/GOX.0000000000004002,candidate,na,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407474
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery, 10.1016/j.heliyon.2022.e09381,candidate,na,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407475
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery,10.1177/1457496919826711,candidate,na,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407476
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery, 10.1016/j.bjps.2022.01.021,candidate,na,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407476
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery,10.1016/j.jhsa.2018.07.002,supervisor,last,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407476
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery,10.1097/SAP.0000000000000846,supervisor,last,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407477
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery,10.1177/1753193419863418,supervisor,last,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407478
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery,10.1016/j.bjps.2018.04.007,supervisor,last,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407479
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery,10.1136/bjsports-2016-096236,supervisor,last,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407480
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery,10.1177/17531934211050214,supervisor,last,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407481
114,nadia sadok,paul m n werker,the netherlands,groningen,plastic surgery,10.1177/1753193418808183,supervisor,last,no,2022,"breast reconstruction outcome: patient satisfaction, quality of life and complications",10.33612/diss.208407482
115,meindina g haarman,rolf m f berger,the netherlands,groningen,pediatric cardiology,10.1016/j.jpeds.2020.05.051,candidate,na,no,2022,bridging the gaps in pediatric pulmonary arterial hypertension,10.33612/diss.194601063
115,meindina g haarman,rolf m f berger,the netherlands,groningen,pediatric cardiology,10.1183/13993003.01120-2020,candidate,na,no,2022,bridging the gaps in pediatric pulmonary arterial hypertension,10.33612/diss.194601064
115,meindina g haarman,rolf m f berger,the netherlands,groningen,pediatric cardiology,10.1016/j.amjcard.2017.05.005,supervisor,last,no,2022,bridging the gaps in pediatric pulmonary arterial hypertension,10.33612/diss.194601066
115,meindina g haarman,rolf m f berger,the netherlands,groningen,pediatric cardiology, 10.3389/fphys.2021.557514,supervisor,last,no,2022,bridging the gaps in pediatric pulmonary arterial hypertension,10.33612/diss.194601067
115,meindina g haarman,rolf m f berger,the netherlands,groningen,pediatric cardiology,10.1007/s00431-021-03931-5,supervisor,last,no,2022,bridging the gaps in pediatric pulmonary arterial hypertension,10.33612/diss.194601068
115,meindina g haarman,rolf m f berger,the netherlands,groningen,pediatric cardiology,10.1017/S1047951120000657,supervisor,last,no,2022,bridging the gaps in pediatric pulmonary arterial hypertension,10.33612/diss.194601069
115,meindina g haarman,rolf m f berger,the netherlands,groningen,pediatric cardiology,10.1136/heartjnl-2019-314972,supervisor,last,no,2022,bridging the gaps in pediatric pulmonary arterial hypertension,10.33612/diss.194601070
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1080/09638288.2020.1752318,candidate,na,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422566
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1080/09638288.2021.1962991,candidate,na,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422567
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1016/j.msksp.2020.102200,candidate,na,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422568
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1136/bmjopen-2019-031592,candidate,na,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422569
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1007/s10926-020-09919-6,supervisor,last,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422570
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1007/s10926-020-09921-y,supervisor,first,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422571
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1016/j.msksp.2021.102350,supervisor,last,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422572
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1016/j.physio.2020.12.001,supervisor,last,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422573
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1007/s10926-020-09893-z,supervisor,last,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422574
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1080/09638288.2018.1510549,supervisor,first,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422575
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.21091/mppa.2019.1003,supervisor,last,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422576
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1111/papr.12876,supervisor,last,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422577
116,jone ansuategui echeita,michiel f reneman,the netherlands,groningen,vascular medicine,10.1097/BRS.0000000000003174,supervisor,last,no,2022,central sensitization and physical functioning in patients with chronic low back pain,10.33612/diss.211422578
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1002/onco.13580,candidate,na,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504207
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.3390/cancers13143641,candidate,na,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504208
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1200/PO.20.00008,candidate,na,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504209
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.3390/diagnostics12030668,candidate,na,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504210
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1002/jso.24589,supervisor,last,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504211
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1200/JCO.2017.77.5817,supervisor,last,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504212
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1038/s41416-019-0533-3,supervisor,first,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504213
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1186/s40425-019-0649-2,supervisor,last,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504214
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1186/s13019-018-0821-7,supervisor,last,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504215
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1002/ijc.32056,supervisor,last,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504216
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1158/1078-0432.CCR-19-2541,supervisor,last,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504217
117,bart koopman,harry groen,the netherlands,groningen,pathology,10.1016/j.lungcan.2020.06.008,supervisor,last,no,2022,clinical decision-making strategies for rare somatic variants in cancer,10.33612/diss.213504218
118,leonardus b van den oever,peter m a van ooijen,the netherlands,groningen,radiation oncology,10.1016/j.ejrad.2020.109114,candidate,na,no,2022,deep learning for cardiac imaging,10.33612/diss.195173421
118,leonardus b van den oever,peter m a van ooijen,the netherlands,groningen,radiation oncology,10.1007/s10916-022-01810-6,candidate,na,no,2022,deep learning for cardiac imaging,10.33612/diss.195173422
118,leonardus b van den oever,peter m a van ooijen,the netherlands,groningen,radiation oncology,10.1007/s10278-020-00375-5,supervisor,last,no,2022,deep learning for cardiac imaging,10.33612/diss.195173423
118,leonardus b van den oever,peter m a van ooijen,the netherlands,groningen,radiation oncology,10.3390/jpm11060492,supervisor,last,no,2022,deep learning for cardiac imaging,10.33612/diss.195173424
118,leonardus b van den oever,peter m a van ooijen,the netherlands,groningen,radiation oncology,10.1002/mp.14648,supervisor,last,no,2022,deep learning for cardiac imaging,10.33612/diss.195173425
118,leonardus b van den oever,peter m a van ooijen,the netherlands,groningen,radiation oncology,10.1007/s10916-020-01609-3,supervisor,last,no,2022,deep learning for cardiac imaging,10.33612/diss.195173426
118,leonardus b van den oever,peter m a van ooijen,the netherlands,groningen,radiation oncology,10.1109/TMI.2019.2935553,supervisor,last,no,2022,deep learning for cardiac imaging,10.33612/diss.195173427
118,leonardus b van den oever,peter m a van ooijen,the netherlands,groningen,radiation oncology,10.1002/cnm.3512,supervisor,last,no,2022,deep learning for cardiac imaging,10.33612/diss.195173428
118,leonardus b van den oever,peter m a van ooijen,the netherlands,groningen,radiation oncology,10.21037/qims-21-564,supervisor,last,no,2022,deep learning for cardiac imaging,10.33612/diss.195173429
119,carlos e navarro chica,paul de vos,the netherlands,groningen,immunology,10.1016/j.ijpharm.2020.119893,candidate,na,no,2022,design and experimental studies on squalene-gusperimus nanoparticles for managing immune responses against microencapsulated islets in the immediate posttransplant period,10.33612/diss.211898807
119,carlos e navarro chica,paul de vos,the netherlands,groningen,immunology,10.1080/21691401.2021.1999968,candidate,na,no,2022,design and experimental studies on squalene-gusperimus nanoparticles for managing immune responses against microencapsulated islets in the immediate posttransplant period,10.33612/diss.211898808
119,carlos e navarro chica,paul de vos,the netherlands,groningen,immunology,10.1002/mnfr.202000425,supervisor,last,no,2022,design and experimental studies on squalene-gusperimus nanoparticles for managing immune responses against microencapsulated islets in the immediate posttransplant period,10.33612/diss.211898809
119,carlos e navarro chica,paul de vos,the netherlands,groningen,immunology,10.1039/d1fo02563e,supervisor,last,no,2022,design and experimental studies on squalene-gusperimus nanoparticles for managing immune responses against microencapsulated islets in the immediate posttransplant period,10.33612/diss.211898810
119,carlos e navarro chica,paul de vos,the netherlands,groningen,immunology,10.1039/d1fo00893e,supervisor,last,no,2022,design and experimental studies on squalene-gusperimus nanoparticles for managing immune responses against microencapsulated islets in the immediate posttransplant period,10.33612/diss.211898811
119,carlos e navarro chica,paul de vos,the netherlands,groningen,immunology,10.1002/mnfr.202000390,supervisor,last,no,2022,design and experimental studies on squalene-gusperimus nanoparticles for managing immune responses against microencapsulated islets in the immediate posttransplant period,10.33612/diss.211898812
119,carlos e navarro chica,paul de vos,the netherlands,groningen,immunology,10.3389/fimmu.2019.02976,supervisor,last,no,2022,design and experimental studies on squalene-gusperimus nanoparticles for managing immune responses against microencapsulated islets in the immediate posttransplant period,10.33612/diss.211898813
119,carlos e navarro chica,paul de vos,the netherlands,groningen,immunology,10.1002/mnfr.201700389,supervisor,last,no,2022,design and experimental studies on squalene-gusperimus nanoparticles for managing immune responses against microencapsulated islets in the immediate posttransplant period,10.33612/diss.211898814
119,carlos e navarro chica,paul de vos,the netherlands,groningen,immunology,10.1002/mnfr.202100222,supervisor,last,no,2022,design and experimental studies on squalene-gusperimus nanoparticles for managing immune responses against microencapsulated islets in the immediate posttransplant period,10.33612/diss.211898815
120,andreas kunzendorf,gerrit j poelarends,the netherlands,groningen,pharmaceutical biology,10.1002/anie.202110719,candidate,na,no,2022,designing biocatalysts for non-natural carboligations,10.33612/diss.206450318
120,andreas kunzendorf,gerrit j poelarends,the netherlands,groningen,pharmaceutical biology,10.1021/acscatal.1c03911,candidate,na,no,2022,designing biocatalysts for non-natural carboligations,10.33612/diss.206450319
120,andreas kunzendorf,gerrit j poelarends,the netherlands,groningen,pharmaceutical biology,10.1002/cbic.202100644,candidate,na,no,2022,designing biocatalysts for non-natural carboligations,10.33612/diss.206450320
120,andreas kunzendorf,gerrit j poelarends,the netherlands,groningen,pharmaceutical biology,10.1002/cbic.202000442,supervisor,last,no,2022,designing biocatalysts for non-natural carboligations,10.33612/diss.206450321
120,andreas kunzendorf,gerrit j poelarends,the netherlands,groningen,pharmaceutical biology,10.1039/d1ob00748c,supervisor,last,no,2022,designing biocatalysts for non-natural carboligations,10.33612/diss.206450322
120,andreas kunzendorf,gerrit j poelarends,the netherlands,groningen,pharmaceutical biology,10.1002/anie.202001373,supervisor,last,no,2022,designing biocatalysts for non-natural carboligations,10.33612/diss.206450323
120,andreas kunzendorf,gerrit j poelarends,the netherlands,groningen,pharmaceutical biology,10.1039/d1ob00238d,supervisor,last,no,2022,designing biocatalysts for non-natural carboligations,10.33612/diss.206450324
120,andreas kunzendorf,gerrit j poelarends,the netherlands,groningen,pharmaceutical biology,10.1021/acsomega.9b03849,supervisor,last,no,2022,designing biocatalysts for non-natural carboligations,10.33612/diss.206450325
120,andreas kunzendorf,gerrit j poelarends,the netherlands,groningen,pharmaceutical biology,10.1002/anie.201910704,supervisor,last,no,2022,designing biocatalysts for non-natural carboligations,10.33612/diss.206450326
